"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_12_716.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_12_716.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_12_716.jpg","0","0.516665","0","0.5628852"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_12_819.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_12_819.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_12_819.jpg","0","0.8053359","0","1.339632"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_12_923.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_12_923.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_12_923.jpg","0","1","0","2.364714"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_13_025.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_13_025.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_13_025.jpg","0","1","0","3.49179"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_13_128.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_13_128.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_13_128.jpg","-0.2694503","1","0","4.650882"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_13_251.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_13_251.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_13_251.jpg","0","1","0","6.038743"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_13_354.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_13_354.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_13_354.jpg","0","1","0","7.412373"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_13_458.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_13_458.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_13_458.jpg","-0.1623613","1","0","8.538925"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_13_558.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_13_558.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_13_558.jpg","-0.05714684","1","0","9.647149"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_13_659.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_13_659.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_13_659.jpg","0","1","0","10.75448"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_13_763.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_13_763.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_13_763.jpg","0","1","0","11.98234"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_13_865.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_13_865.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_13_865.jpg","-0.2709566","1","0","12.93536"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_13_966.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_13_966.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_13_966.jpg","-0.5002272","1","0","13.90014"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_14_068.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_14_068.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_14_068.jpg","-0.1931408","1","0","14.92704"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_14_171.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_14_171.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_14_171.jpg","0","1","0","16.06295"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_14_271.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_14_271.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_14_271.jpg","0","1","0","17.03279"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_14_373.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_14_373.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_14_373.jpg","-0.1133996","1","0","18.2897"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_14_480.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_14_480.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_14_480.jpg","-0.4342972","1","0","19.24426"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_14_585.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_14_585.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_14_585.jpg","-0.384721","1","0","20.1439"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_14_688.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_14_688.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_14_688.jpg","-0.09176087","1","0","21.14414"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_14_789.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_14_789.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_14_789.jpg","0","1","0","22.15031"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_14_891.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_14_891.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_14_891.jpg","-0.2695592","1","0","23.09505"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_14_993.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_14_993.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_14_993.jpg","-0.3236343","1","0","24.15127"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_15_097.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_15_097.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_15_097.jpg","-0.01195683","1","0","25.121"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_15_199.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_15_199.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_15_199.jpg","0","1","0","26.06453"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_15_302.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_15_302.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_15_302.jpg","-0.04910141","1","0","27.00965"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_15_404.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_15_404.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_15_404.jpg","-0.3500098","1","0","27.88567"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_15_509.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_15_509.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_15_509.jpg","-0.3123441","1","0","28.69019"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_15_610.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_15_610.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_15_610.jpg","-0.01253941","1","0","29.6129"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_15_717.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_15_717.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_15_717.jpg","0","1","0","30.18998"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_15_817.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_15_817.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_15_817.jpg","0","1","0","30.1902"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_15_922.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_15_922.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_15_922.jpg","-0.1780057","1","0","30.18282"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_16_023.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_16_023.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_16_023.jpg","-0.2125592","1","0","30.18687"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_16_126.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_16_126.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_16_126.jpg","0","1","0","30.18885"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_16_237.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_16_237.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_16_237.jpg","0","1","0","30.19021"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_16_338.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_16_338.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_16_338.jpg","-0.1233397","1","0","30.18733"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_16_440.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_16_440.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_16_440.jpg","-0.2951947","1","0","30.17268"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_16_544.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_16_544.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_16_544.jpg","0","1","0","30.18874"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_16_648.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_16_648.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_16_648.jpg","0","1","0","30.19002"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_16_748.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_16_748.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_16_748.jpg","0","1","0","30.19029"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_16_852.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_16_852.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_16_852.jpg","-0.02144694","1","0","30.19023"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_16_953.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_16_953.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_16_953.jpg","-0.3656897","1","0","30.16237"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_17_054.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_17_054.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_17_054.jpg","-0.06378067","1","0","30.19104"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_17_156.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_17_156.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_17_156.jpg","0","1","0","30.19007"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_17_261.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_17_261.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_17_261.jpg","0","1","0","30.19024"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_17_360.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_17_360.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_17_360.jpg","0","1","0","30.18977"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_17_464.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_17_464.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_17_464.jpg","-0.2915935","1","0","30.16995"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_17_566.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_17_566.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_17_566.jpg","-0.02566263","1","0","30.19033"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_17_671.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_17_671.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_17_671.jpg","0","1","0","30.19003"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_17_774.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_17_774.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_17_774.jpg","0","1","0","30.19028"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_17_880.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_17_880.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_17_880.jpg","-0.05986811","1","0","30.18959"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_17_985.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_17_985.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_17_985.jpg","-0.1850125","1","0","30.18452"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_18_087.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_18_087.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_18_087.jpg","0","1","0","30.18989"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_18_189.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_18_189.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_18_189.jpg","0","1","0","30.18954"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_18_290.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_18_290.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_18_290.jpg","0","0.98196","0","30.19029"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_18_391.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_18_391.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_18_391.jpg","0","0.6889064","0","30.1166"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_18_499.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_18_499.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_18_499.jpg","0","0.3097891","0","30.03059"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_18_602.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_18_602.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_18_602.jpg","-0.2130187","0.5998668","0","30.06342"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_18_706.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_18_706.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_18_706.jpg","-0.5048976","0.8917457","0","30.10249"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_18_810.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_18_810.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_18_810.jpg","-0.2828328","1","0","30.19"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_18_911.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_18_911.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_18_911.jpg","0","1","0","30.18662"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_19_016.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_19_016.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_19_016.jpg","0","1","0","30.19008"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_19_119.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_19_119.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_19_119.jpg","0","1","0","30.19028"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_19_225.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_19_225.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_19_225.jpg","0","1","0","30.19032"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_19_331.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_19_331.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_19_331.jpg","0","1","0","30.19033"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_19_437.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_19_437.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_19_437.jpg","0","1","0","30.19032"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_19_537.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_19_537.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_19_537.jpg","0","1","0","30.19032"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_19_637.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_19_637.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_19_637.jpg","0","1","0","30.19032"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_19_740.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_19_740.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_19_740.jpg","-0.02135457","1","0","30.1902"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_19_841.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_19_841.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_19_841.jpg","-0.1071909","1","0","30.18929"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_19_942.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_19_942.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_19_942.jpg","0","1","0","30.19008"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_20_043.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_20_043.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_20_043.jpg","0","1","0","30.19028"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_20_149.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_20_149.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_20_149.jpg","0","1","0","30.19031"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_20_253.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_20_253.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_20_253.jpg","-0.2385819","1","0","30.17557"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_20_354.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_20_354.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_20_354.jpg","0","1","0","30.18955"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_20_454.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_20_454.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_20_454.jpg","0","1","0","30.19024"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_20_557.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_20_557.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_20_557.jpg","-0.08405763","1","0","30.189"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_20_662.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_20_662.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_20_662.jpg","-0.2509496","1","0","30.17725"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_20_766.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_20_766.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_20_766.jpg","0","1","0","30.18863"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_20_873.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_20_873.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_20_873.jpg","0","1","0","30.19021"
"C:\Users\Praos\Desktop\Data_training\IMG\center_2019_06_02_17_33_20_975.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\left_2019_06_02_17_33_20_975.jpg"," C:\Users\Praos\Desktop\Data_training\IMG\right_2019_06_02_17_33_20_975.jpg","-0.0807786","1","0","30.18923"
